production_volume,production_cost,supplier_quality,delivery_delay,defect_rate,quality_score,maintenance_hours,downtime_percentage,downtime_pct_corrected,inventory_turnover,stockout_rate,worker_productivity,safety_incidents,energy_consumption,energy_efficiency,additive_process_time,additive_material_cost,defect_status,high_defect_flag,low_quality_flag,downtime_category,production_volume_category,energy_efficiency_category,stockout_category
646,"$19,052.34",91.15%,0,1.84,67.40%,2,140.41%,1.404%,9.51,5.79%,99.844%,3,4978.512,0.1353,2.45,$453.64,1,0,1,Medium,Medium,Low,Medium
604,"$10,686.41",92.96%,4,4.76,99.30%,5,140.41%,1.404%,3.14,4.08%,85.696%,4,1436.721,0.1189,7.78,$496.60,1,1,0,Medium,Medium,Low,Medium
250,"$16,490.97",84.83%,2,2.75,98.26%,10,140.80%,1.408%,2.94,4.66%,95.914%,0,1783.452,0.1116,1.36,$173.65,0,0,0,Medium,Medium,Low,Medium
759,"$14,957.37",85.36%,2,1.85,80.88%,1,140.83%,1.408%,6.51,1.13%,87.000%,9,2370.140,0.4857,5.45,$403.91,0,0,0,Medium,Low,High,Low
554,"$5,938.47",81.09%,1,1.09,80.57%,7,140.86%,1.409%,8.45,4.64%,94.364%,9,1092.182,0.1929,8.97,$187.08,0,0,0,Medium,High,Low,Medium
999,"$17,825.45",82.27%,1,2.53,77.78%,12,140.86%,1.409%,5.90,5.02%,99.257%,4,3959.337,0.2814,1.72,$189.94,1,0,1,Medium,Medium,Medium,Medium
437,"$9,138.84",93.10%,3,3.50,86.30%,6,140.89%,1.409%,2.94,9.65%,95.985%,5,1017.333,0.3961,9.18,$449.19,1,1,0,Medium,High,High,High
190,"$12,084.23",92.63%,0,0.71,93.11%,14,140.93%,1.409%,4.63,3.24%,89.564%,1,4054.258,0.1926,9.70,$299.42,1,0,0,Medium,Medium,Low,Medium
258,"$10,881.40",88.24%,1,2.04,68.26%,16,141.05%,1.410%,3.16,9.98%,99.601%,8,3161.147,0.2066,8.64,$473.24,1,0,1,Medium,Low,Low,High
623,"$7,509.82",90.54%,0,1.47,66.99%,9,141.16%,1.412%,7.22,2.42%,89.088%,2,1404.569,0.4628,5.88,$226.61,1,0,1,Medium,Low,High,Low
842,"$15,842.21",94.19%,2,3.48,81.30%,4,141.21%,1.412%,8.79,7.78%,91.936%,4,2018.814,0.3981,6.16,$428.64,1,1,0,Medium,Medium,High,High
248,"$5,546.92",94.89%,3,1.56,63.72%,18,141.27%,1.413%,7.94,5.36%,96.230%,5,3489.880,0.2771,2.38,$101.66,1,0,1,Medium,High,Medium,Medium
335,"$5,602.08",89.75%,1,3.02,82.22%,8,141.38%,1.414%,3.52,8.50%,89.466%,1,2767.438,0.3397,2.29,$280.36,1,1,0,Medium,Low,Medium,High
253,"$7,632.37",81.78%,2,4.09,75.60%,23,141.40%,1.414%,4.43,4.24%,80.644%,5,3974.574,0.2462,2.96,$208.03,1,1,1,Medium,Low,Medium,Medium
189,"$19,869.92",81.00%,4,2.95,85.55%,17,141.41%,1.414%,9.21,4.92%,90.438%,6,1695.470,0.2724,1.79,$127.09,1,0,0,Medium,Low,Medium,Medium
621,"$18,839.68",85.18%,1,4.76,93.09%,9,141.66%,1.417%,4.48,6.59%,82.296%,6,1161.383,0.2516,2.42,$194.63,0,1,0,Medium,Low,Medium,High
923,"$7,657.30",88.99%,0,1.26,99.22%,5,141.76%,1.418%,2.61,6.91%,93.250%,5,1389.824,0.4574,2.62,$246.49,1,0,0,Medium,Medium,High,High
289,"$13,875.75",99.52%,4,2.64,67.46%,10,141.77%,1.418%,8.39,6.09%,92.115%,2,1243.021,0.1280,6.12,$477.71,0,0,1,Medium,High,Low,High
139,"$18,988.32",91.48%,2,4.28,77.13%,0,141.78%,1.418%,8.95,1.70%,83.746%,2,4131.999,0.4736,7.88,$474.03,1,1,1,Medium,Low,High,Low
187,"$18,932.89",90.37%,2,2.18,82.91%,12,141.80%,1.418%,3.97,0.71%,88.723%,8,3758.394,0.1860,7.67,$251.34,1,0,0,Medium,Low,Low,Low
440,"$15,780.77",84.01%,1,2.62,79.73%,10,142.23%,1.422%,5.04,7.76%,84.157%,7,1586.533,0.3181,9.88,$411.79,0,0,1,Medium,Low,Medium,High
278,"$18,144.79",82.29%,2,4.60,78.63%,14,142.81%,1.428%,3.57,0.31%,94.329%,1,4666.369,0.1312,9.70,$149.21,1,1,1,Medium,Medium,Low,Low
781,"$8,879.31",87.78%,1,2.14,68.17%,21,142.88%,1.429%,2.88,9.76%,94.676%,0,2537.401,0.2168,9.81,$180.12,1,0,1,Medium,Low,Low,High
962,"$7,851.61",97.33%,3,3.32,81.64%,5,142.98%,1.430%,9.12,6.04%,96.877%,5,3689.588,0.3251,9.33,$140.38,1,1,0,Medium,High,Medium,High
521,"$15,441.20",84.84%,3,2.61,75.54%,11,143.03%,1.430%,7.12,8.29%,99.368%,9,4717.401,0.1576,7.63,$319.40,1,0,1,Medium,High,Low,High
518,"$9,232.81",87.37%,3,4.47,84.74%,12,143.17%,1.432%,3.56,3.09%,82.409%,2,2499.447,0.2665,1.26,$291.19,1,1,0,Medium,Medium,Medium,Medium
747,"$7,383.62",88.39%,5,2.22,82.12%,7,143.27%,1.433%,4.56,2.49%,90.068%,4,3342.585,0.3302,9.38,$194.93,0,0,0,Medium,Medium,Medium,Low
519,"$14,641.93",85.61%,5,4.25,76.67%,22,143.28%,1.433%,9.63,6.58%,89.565%,6,3253.452,0.4515,6.58,$145.57,1,1,1,Medium,High,High,High
229,"$12,268.07",96.10%,2,3.28,82.65%,5,143.55%,1.436%,6.13,6.65%,86.833%,7,1859.618,0.4379,6.19,$104.81,1,1,0,Medium,Medium,High,High
153,"$8,480.27",82.70%,1,3.32,89.85%,13,143.62%,1.436%,4.61,7.36%,90.850%,3,4542.571,0.1978,8.58,$425.16,1,1,0,Medium,Low,Low,High
262,"$11,169.56",85.13%,3,1.45,76.95%,10,143.76%,1.438%,7.84,6.82%,90.666%,5,3662.900,0.3996,7.45,$477.22,0,0,1,Medium,Low,High,High
496,"$5,791.16",92.39%,4,1.37,75.10%,11,144.22%,1.442%,3.72,5.80%,92.890%,7,1240.104,0.4577,7.02,$235.13,1,0,1,Medium,Low,High,Medium
386,"$10,372.10",85.25%,3,3.24,71.74%,14,144.29%,1.443%,8.92,8.70%,96.576%,9,3831.085,0.3552,6.38,$418.57,1,1,1,Medium,Medium,Medium,High
566,"$8,089.70",86.27%,4,2.81,80.16%,15,144.33%,1.443%,3.73,5.58%,97.645%,6,1336.359,0.3477,7.79,$120.00,0,0,0,Medium,Low,Medium,Medium
382,"$18,057.90",88.49%,3,3.21,94.03%,18,144.33%,1.443%,3.86,1.53%,90.623%,0,3341.136,0.2138,9.90,$339.39,1,1,0,Medium,Medium,Low,Low
824,"$19,673.31",95.36%,3,4.86,82.50%,13,144.41%,1.444%,5.96,1.14%,95.835%,9,4675.747,0.3784,7.74,$224.15,1,1,0,Medium,Low,High,Low
441,"$7,818.81",94.98%,0,4.27,67.23%,10,144.41%,1.444%,2.14,1.34%,83.725%,3,3063.662,0.3867,6.49,$221.58,1,1,1,Medium,High,High,Low
445,"$8,064.75",84.02%,1,4.91,79.73%,18,144.48%,1.445%,8.60,9.24%,96.647%,6,1460.892,0.3974,7.29,$318.86,1,1,1,Medium,Medium,High,High
145,"$8,104.89",93.83%,2,4.36,62.78%,9,144.55%,1.446%,9.48,3.29%,97.195%,5,4236.724,0.2175,4.89,$367.51,1,1,1,Medium,Medium,Low,Medium
832,"$11,505.41",83.06%,1,0.58,85.34%,0,144.60%,1.446%,5.93,6.89%,81.216%,1,2146.343,0.1309,3.71,$109.21,0,0,0,Medium,Low,Low,High
683,"$15,123.40",81.13%,5,3.54,92.62%,9,144.79%,1.448%,4.20,6.16%,81.803%,8,1962.803,0.2682,3.25,$177.10,1,1,0,Medium,High,Medium,High
813,"$7,425.07",90.12%,3,0.76,76.35%,4,144.86%,1.449%,8.85,3.63%,94.615%,1,2137.146,0.2510,8.66,$164.38,1,0,1,Medium,Medium,Medium,Medium
983,"$7,138.91",83.76%,0,3.20,92.55%,20,145.05%,1.450%,9.32,6.19%,86.842%,1,3468.205,0.4132,8.56,$163.04,1,1,0,Medium,High,High,High
439,"$18,058.68",89.06%,5,1.51,60.37%,7,145.35%,1.454%,7.49,9.07%,92.133%,9,2104.192,0.2350,3.15,$388.60,1,0,1,Medium,High,Medium,High
723,"$10,197.86",88.64%,1,4.35,82.85%,21,145.37%,1.454%,5.29,5.95%,95.155%,6,2364.581,0.4378,7.48,$475.73,1,1,0,Medium,Medium,High,Medium
886,"$13,772.42",86.05%,1,2.45,86.08%,21,145.37%,1.454%,8.25,0.93%,91.605%,8,3528.222,0.2983,9.44,$154.21,1,0,0,Medium,High,Medium,Low
468,"$12,838.65",82.71%,3,2.49,90.80%,5,145.45%,1.455%,9.43,5.93%,82.661%,6,1467.842,0.3716,7.91,$471.56,0,0,0,Medium,High,High,Medium
830,"$9,490.75",83.29%,5,4.13,91.90%,1,145.59%,1.456%,4.18,0.65%,80.980%,5,3049.874,0.2982,9.16,$493.00,1,1,0,Medium,Medium,Medium,Low
966,"$6,202.70",96.53%,2,4.77,63.90%,9,145.68%,1.457%,4.53,6.78%,85.314%,9,1813.363,0.1806,3.08,$491.05,1,1,1,Medium,High,Low,High
996,"$15,363.26",87.11%,4,2.07,95.49%,20,145.75%,1.458%,4.75,9.89%,90.595%,5,2053.517,0.1074,6.79,$217.55,1,0,0,Medium,High,Low,High
834,"$12,915.16",84.66%,1,1.86,88.79%,19,146.00%,1.460%,9.60,0.61%,98.434%,7,3750.410,0.1632,6.94,$321.16,1,0,0,Medium,High,Low,Low
402,"$15,517.55",98.96%,5,2.04,64.96%,17,146.11%,1.461%,7.67,1.84%,93.792%,0,1170.190,0.4691,7.43,$345.19,1,0,1,Medium,High,High,Low
561,"$10,817.39",80.50%,1,3.75,82.07%,0,146.32%,1.463%,3.19,3.28%,83.379%,4,4847.994,0.4790,9.45,$260.32,1,1,0,Medium,Medium,High,Medium
447,"$5,407.51",85.65%,3,2.87,71.39%,14,146.56%,1.466%,5.68,8.53%,90.402%,7,3919.396,0.4011,3.66,$148.26,1,0,1,Medium,Medium,High,High
922,"$18,111.08",81.55%,2,3.94,91.90%,7,146.58%,1.466%,2.10,8.52%,90.778%,6,3725.550,0.2555,2.26,$347.77,1,1,0,Medium,Medium,Medium,High
427,"$19,239.10",90.75%,0,1.32,90.25%,1,147.12%,1.471%,4.77,0.44%,97.540%,0,1507.708,0.2817,8.08,$228.52,0,0,0,Medium,High,Medium,Low
730,"$11,040.56",83.92%,3,1.17,99.63%,16,147.23%,1.472%,5.73,5.21%,98.750%,4,3272.457,0.4522,5.38,$111.53,1,0,0,Medium,Medium,High,Medium
279,"$18,356.14",81.56%,5,1.88,83.11%,7,147.25%,1.472%,6.18,9.56%,96.346%,9,4421.532,0.3465,3.62,$285.04,0,0,0,Medium,High,Medium,High
584,"$14,659.35",94.93%,0,3.62,64.35%,3,147.26%,1.473%,9.12,4.46%,97.124%,4,3142.094,0.1584,5.97,$217.05,1,1,1,Medium,Low,Low,Medium
379,"$11,028.31",85.82%,5,3.52,60.54%,1,147.43%,1.474%,8.08,7.24%,99.965%,9,1052.337,0.4655,6.74,$178.85,1,1,1,Medium,Medium,High,High
477,"$18,238.40",83.74%,2,2.00,76.95%,22,147.45%,1.475%,6.27,9.16%,93.606%,7,1845.455,0.3949,7.44,$367.69,1,0,1,Medium,Low,High,High
598,"$5,286.74",92.61%,5,0.64,67.89%,22,147.47%,1.475%,4.95,8.52%,88.881%,1,1117.254,0.3700,2.08,$328.64,1,0,1,Medium,Medium,High,High
849,"$13,707.01",95.10%,3,2.88,73.15%,17,147.58%,1.476%,4.32,0.75%,88.982%,0,1843.208,0.3871,4.22,$358.05,1,0,1,Medium,Medium,High,Low
521,"$6,656.48",99.77%,2,3.52,64.77%,2,147.75%,1.478%,9.32,4.48%,80.802%,5,2366.675,0.3107,4.97,$118.72,1,1,1,Medium,High,Medium,Medium
302,"$6,883.25",80.39%,1,3.78,94.12%,23,147.77%,1.478%,3.52,3.92%,90.318%,9,3797.961,0.2516,2.98,$132.49,1,1,0,Medium,Medium,Medium,Medium
484,"$8,893.13",84.67%,0,2.41,65.27%,17,147.82%,1.478%,7.91,1.84%,99.009%,9,2446.162,0.2934,7.12,$409.79,1,0,1,Medium,Low,Medium,Low
615,"$19,160.63",95.91%,5,3.52,93.46%,11,147.89%,1.479%,6.03,4.94%,98.842%,8,3710.453,0.2342,9.53,$384.50,1,1,0,Medium,Medium,Medium,Medium
759,"$12,987.56",92.08%,4,4.64,68.44%,16,147.97%,1.480%,7.93,0.90%,91.295%,1,2456.282,0.2157,5.97,$123.55,1,1,1,Medium,Medium,Low,Low
792,"$17,395.11",82.40%,2,4.91,75.60%,12,148.57%,1.486%,4.32,6.21%,93.260%,1,2413.012,0.3017,8.82,$420.31,1,1,1,Medium,High,Medium,High
857,"$16,061.39",98.77%,2,2.96,93.79%,15,148.71%,1.487%,3.63,2.85%,98.415%,9,1739.318,0.4458,6.45,$325.44,1,0,0,Medium,High,High,Low
177,"$19,860.19",96.15%,3,3.27,81.01%,11,148.76%,1.488%,9.68,9.13%,97.906%,2,3156.314,0.1534,3.51,$135.90,1,1,0,Medium,High,Low,High
996,"$10,706.01",96.88%,5,0.99,71.62%,21,149.31%,1.493%,2.51,0.48%,86.666%,7,3449.041,0.1935,1.11,$357.09,1,0,1,Medium,Low,Low,Low
492,"$15,298.85",92.93%,2,4.67,97.56%,22,149.58%,1.496%,8.45,6.46%,90.137%,7,4851.927,0.3417,7.36,$197.32,1,1,0,Medium,High,Medium,High
116,"$13,289.93",92.38%,5,4.92,98.42%,20,149.83%,1.498%,5.13,7.25%,92.086%,0,2839.677,0.3936,9.01,$408.86,1,1,0,Medium,Medium,High,High
365,"$6,602.01",87.07%,1,1.27,67.01%,21,149.98%,1.500%,9.25,4.78%,90.220%,4,4942.153,0.2305,3.69,$110.41,1,0,1,Medium,Low,Medium,Medium
369,"$17,045.18",85.19%,4,3.27,97.28%,1,150.08%,1.501%,6.68,4.44%,81.576%,7,2432.361,0.4941,2.98,$108.47,1,1,0,Medium,Low,High,Medium
253,"$12,213.35",98.99%,1,4.04,87.07%,1,150.09%,1.501%,7.13,4.46%,88.189%,6,2055.112,0.1205,1.63,$452.16,1,1,0,Medium,Low,Low,Medium
559,"$7,439.91",87.39%,5,3.90,71.22%,22,150.16%,1.502%,2.76,8.85%,83.173%,2,3988.027,0.4297,9.88,$107.99,1,1,1,Medium,Low,High,High
923,"$19,369.01",99.25%,4,0.53,85.95%,5,150.33%,1.503%,6.49,3.41%,88.632%,6,3595.357,0.1491,7.63,$224.97,1,0,0,Medium,Medium,Low,Medium
475,"$7,306.76",88.58%,2,2.58,99.54%,19,150.51%,1.505%,8.70,9.58%,90.826%,1,3388.898,0.1241,5.16,$459.37,1,0,0,Medium,High,Low,High
925,"$17,367.07",94.77%,4,4.47,65.27%,12,150.81%,1.508%,7.25,8.32%,80.728%,8,1300.568,0.1529,5.19,$171.17,1,1,1,Medium,Medium,Low,High
637,"$11,449.78",87.16%,2,3.27,79.65%,14,150.84%,1.508%,8.21,8.38%,97.011%,9,3564.917,0.2377,7.77,$209.98,1,1,1,Medium,High,Medium,High
378,"$7,935.69",94.58%,5,4.34,73.85%,21,151.04%,1.510%,7.53,2.14%,87.241%,6,3554.289,0.1595,5.13,$187.47,1,1,1,Medium,Medium,Low,Low
560,"$15,111.95",90.84%,3,2.37,79.03%,16,151.21%,1.512%,9.21,6.14%,96.580%,2,1992.500,0.4074,7.35,$373.04,1,0,1,Medium,Low,High,High
893,"$11,356.55",96.32%,3,4.46,93.54%,3,151.45%,1.515%,7.57,4.82%,81.279%,3,2872.812,0.4414,6.31,$128.11,1,1,0,Medium,Medium,High,Medium
162,"$15,442.34",82.35%,3,0.82,85.67%,1,151.48%,1.515%,5.17,7.59%,89.657%,3,1834.878,0.3389,4.11,$132.24,0,0,0,Medium,High,Medium,High
210,"$11,067.91",93.27%,3,1.24,89.55%,16,151.61%,1.516%,6.34,6.54%,93.478%,6,2884.702,0.1551,6.42,$434.40,1,0,0,Medium,Low,Low,High
761,"$16,416.82",89.71%,4,4.79,88.36%,23,152.04%,1.520%,5.25,1.55%,86.614%,6,1391.599,0.2660,8.20,$316.85,1,1,0,Medium,Low,Medium,Low
676,"$14,928.70",94.97%,3,1.54,90.10%,16,152.31%,1.523%,7.35,3.81%,98.373%,0,1255.851,0.4434,1.10,$457.83,1,0,0,Medium,High,High,Medium
350,"$12,509.05",92.54%,5,3.32,95.03%,7,152.41%,1.524%,7.93,8.56%,88.731%,7,1111.991,0.3219,4.73,$259.39,1,1,0,Medium,Medium,Medium,High
573,"$10,707.77",89.93%,3,4.48,89.54%,8,152.43%,1.524%,5.51,0.40%,95.687%,9,1330.900,0.2192,6.57,$484.38,1,1,0,Medium,Low,Low,Low
428,"$14,415.03",90.65%,5,4.68,95.97%,1,152.43%,1.524%,8.15,0.27%,98.232%,9,4175.651,0.4877,6.00,$140.03,1,1,0,Medium,Medium,High,Low
316,"$15,914.47",87.96%,2,3.70,61.43%,11,152.57%,1.526%,6.84,2.83%,90.721%,8,4939.610,0.1307,7.16,$380.07,0,1,1,Medium,Medium,Low,Low
191,"$5,175.60",85.36%,4,2.68,93.17%,4,152.61%,1.526%,9.48,9.05%,89.563%,1,3029.131,0.4354,8.91,$346.86,0,0,0,Medium,Low,High,High
910,"$6,717.31",92.95%,5,3.64,70.88%,5,152.70%,1.527%,3.39,2.84%,88.843%,2,2240.036,0.1264,8.85,$452.99,1,1,1,Medium,Low,Low,Low
157,"$5,350.28",82.11%,4,3.73,99.48%,5,153.18%,1.532%,4.53,4.78%,83.442%,3,2605.462,0.1531,1.84,$311.83,1,1,0,Medium,High,Low,Medium
233,"$12,964.07",81.57%,2,3.19,82.23%,20,153.35%,1.533%,7.84,5.96%,93.959%,9,2934.827,0.3524,9.41,$342.62,1,1,0,Medium,Low,Medium,Medium
256,"$8,680.28",92.95%,4,1.83,64.41%,19,153.45%,1.534%,3.75,6.01%,89.888%,8,3754.116,0.2884,9.50,$412.65,1,0,1,Medium,Low,Medium,High
202,"$11,098.86",98.92%,5,3.56,79.58%,19,153.48%,1.535%,2.29,9.90%,94.221%,3,3129.324,0.2769,5.20,$346.01,1,1,1,Medium,Low,Medium,High
951,"$18,348.70",87.28%,4,0.88,91.65%,1,153.49%,1.535%,5.06,3.31%,88.961%,5,1340.973,0.3928,1.24,$414.86,1,0,0,Medium,Low,High,Medium
672,"$18,814.92",93.84%,4,0.67,87.34%,13,153.69%,1.537%,9.18,6.17%,89.274%,0,3860.493,0.4022,2.80,$313.28,1,0,0,Medium,High,High,High
673,"$6,647.95",85.67%,3,2.99,84.52%,16,153.82%,1.538%,5.25,5.86%,89.129%,3,3331.290,0.2128,2.01,$107.90,0,0,0,Medium,Medium,Low,Medium
390,"$5,960.10",86.59%,5,4.65,60.67%,12,154.16%,1.542%,3.24,8.15%,89.485%,0,2496.547,0.4863,1.42,$252.40,1,1,1,Medium,Medium,High,High
194,"$5,819.52",83.36%,5,0.95,86.88%,7,154.60%,1.546%,8.72,9.85%,92.047%,0,4812.691,0.2137,6.79,$124.77,0,0,0,Medium,Low,Low,High
590,"$10,838.46",97.17%,0,3.84,78.79%,20,154.71%,1.547%,5.42,6.04%,86.967%,7,3042.224,0.3631,6.48,$166.39,1,1,1,Medium,Low,Medium,High
937,"$14,915.21",92.52%,3,4.43,88.06%,10,154.75%,1.548%,4.13,1.70%,90.249%,8,4251.584,0.3992,7.20,$270.36,1,1,0,Medium,Medium,High,Low
137,"$12,133.94",88.66%,3,4.92,91.17%,4,154.80%,1.548%,8.35,4.81%,88.137%,2,1140.781,0.2384,6.44,$203.04,1,1,0,Medium,High,Medium,Medium
332,"$13,652.12",97.28%,3,1.75,78.85%,10,155.01%,1.550%,2.69,0.79%,91.092%,4,1442.918,0.2495,3.30,$483.91,0,0,1,Medium,Low,Medium,Low
198,"$16,147.90",93.74%,2,2.12,78.69%,10,155.08%,1.551%,9.59,7.13%,87.360%,0,2600.492,0.4691,6.58,$283.57,0,0,1,Medium,Low,High,High
397,"$9,249.27",80.26%,3,3.33,93.07%,11,155.20%,1.552%,5.57,7.46%,82.290%,7,4196.122,0.3978,1.59,$359.79,1,1,0,Medium,Low,High,High
403,"$13,906.71",88.52%,3,1.77,83.99%,4,155.39%,1.554%,6.82,0.46%,86.084%,4,4807.002,0.3349,2.06,$225.02,0,0,0,Medium,Low,Medium,Low
971,"$5,016.68",98.02%,5,4.06,94.62%,19,155.39%,1.554%,8.48,3.60%,82.785%,8,4035.836,0.1386,8.54,$419.60,1,1,0,Medium,Medium,Low,Medium
861,"$6,959.79",83.77%,3,4.94,61.43%,23,155.51%,1.555%,9.32,6.43%,96.483%,5,1043.313,0.1693,7.58,$441.30,1,1,1,Medium,High,Low,High
922,"$5,381.72",96.81%,5,3.90,66.22%,1,155.56%,1.556%,4.04,7.73%,95.185%,4,4259.138,0.3722,3.54,$129.48,1,1,1,Medium,High,High,High
913,"$15,610.96",82.63%,3,4.43,70.74%,22,155.89%,1.559%,5.57,2.20%,99.854%,1,1545.529,0.1164,5.93,$362.25,1,1,1,Medium,High,Low,Low
316,"$8,889.45",88.89%,4,1.69,98.04%,19,155.97%,1.560%,7.65,0.08%,83.699%,9,4511.405,0.3549,4.63,$179.46,1,0,0,Medium,High,Medium,Low
327,"$17,818.21",80.49%,5,4.44,98.66%,11,155.98%,1.560%,2.16,9.00%,94.115%,3,1025.606,0.4137,5.51,$145.03,0,1,0,Medium,Low,High,High
554,"$18,454.93",92.29%,2,4.81,68.60%,16,156.07%,1.561%,8.19,7.82%,91.274%,3,2382.388,0.2290,3.50,$142.64,1,1,1,Medium,Low,Low,High
116,"$8,507.19",92.10%,1,1.67,66.32%,15,156.07%,1.561%,6.53,9.99%,98.811%,4,2244.853,0.3237,1.66,$197.36,1,0,1,Medium,Medium,Medium,High
183,"$5,850.21",96.25%,3,3.12,91.59%,15,156.09%,1.561%,6.78,5.04%,87.935%,2,4026.915,0.4880,1.89,$120.34,1,1,0,Medium,Low,High,Medium
141,"$5,702.78",84.23%,1,1.69,85.22%,16,156.14%,1.561%,2.53,3.97%,89.016%,9,2161.238,0.3279,9.39,$304.95,1,0,0,Medium,Low,Medium,Medium
202,"$15,326.08",81.83%,3,3.45,68.69%,5,156.20%,1.562%,8.86,3.95%,94.211%,4,1849.477,0.3586,7.64,$382.62,1,1,1,Medium,Low,Medium,Medium
610,"$13,841.81",91.93%,2,1.00,66.86%,22,156.28%,1.563%,5.29,8.04%,97.476%,5,1786.667,0.3229,8.99,$277.75,1,0,1,Medium,Low,Medium,High
609,"$9,458.57",96.90%,4,0.91,76.59%,8,157.25%,1.573%,9.14,6.11%,80.940%,0,1303.993,0.4896,1.13,$262.11,0,0,1,Medium,Medium,High,High
547,"$10,890.96",90.59%,3,4.14,67.46%,17,157.26%,1.573%,6.07,3.57%,95.985%,4,1017.641,0.2954,7.36,$295.85,1,1,1,Medium,Medium,Medium,Medium
448,"$5,605.26",97.18%,2,1.17,66.49%,7,157.37%,1.574%,3.86,9.70%,80.445%,0,1640.406,0.3080,3.08,$260.41,1,0,1,Medium,Medium,Medium,High
525,"$15,177.50",97.34%,4,3.24,70.58%,23,157.49%,1.575%,8.44,7.92%,97.168%,4,1987.662,0.4182,6.24,$387.16,1,1,1,Medium,Medium,High,High
207,"$9,763.25",93.46%,1,1.19,68.40%,12,157.51%,1.575%,4.45,7.71%,80.380%,1,1688.871,0.1135,1.21,$145.16,1,0,1,Medium,Medium,Low,High
854,"$13,346.97",80.77%,0,2.19,68.23%,12,157.54%,1.575%,4.67,8.60%,88.493%,1,4074.385,0.3713,1.02,$414.90,1,0,1,Medium,Low,High,High
945,"$13,168.33",99.31%,3,3.57,61.91%,7,157.88%,1.579%,3.39,5.95%,86.019%,8,2521.261,0.4391,3.17,$151.08,1,1,1,Medium,High,High,Medium
927,"$13,675.40",97.62%,0,3.12,80.61%,8,157.91%,1.579%,8.87,8.80%,95.286%,3,4363.771,0.3322,8.76,$109.65,1,1,0,Medium,High,Medium,High
116,"$18,460.96",90.96%,0,1.41,97.42%,9,158.05%,1.581%,9.37,0.91%,85.728%,8,3009.301,0.4314,1.27,$196.29,1,0,0,Medium,High,High,Low
242,"$7,132.06",94.31%,2,4.58,78.94%,5,158.34%,1.583%,6.80,8.13%,98.878%,3,4424.980,0.1251,6.73,$472.50,1,1,1,Medium,Low,Low,High
162,"$19,717.89",97.12%,5,4.24,66.72%,12,158.98%,1.590%,7.50,5.75%,89.941%,6,4156.759,0.3454,6.93,$243.22,1,1,1,Medium,Low,Medium,Medium
825,"$18,469.33",95.22%,5,3.48,80.84%,6,159.13%,1.591%,7.06,5.35%,82.012%,5,2449.798,0.2350,9.28,$446.45,0,1,0,Medium,Low,Medium,Medium
215,"$14,256.00",80.99%,0,2.26,62.06%,10,159.53%,1.595%,6.44,7.41%,97.646%,5,2012.409,0.1300,1.26,$268.69,1,0,1,Medium,High,Low,High
737,"$8,401.59",86.40%,0,1.40,83.21%,15,159.69%,1.597%,8.85,5.06%,86.988%,7,2396.084,0.4978,7.89,$111.64,1,0,0,Medium,Low,High,Medium
356,"$8,897.42",91.05%,2,3.85,92.89%,1,159.71%,1.597%,9.35,9.27%,85.584%,5,1004.958,0.2763,1.28,$252.03,1,1,0,Medium,High,Medium,High
571,"$9,153.57",89.00%,3,3.64,96.47%,1,159.93%,1.599%,4.19,8.73%,87.972%,7,2874.073,0.1034,6.68,$410.05,1,1,0,Medium,Low,Low,High
457,"$17,587.20",94.89%,3,2.42,71.67%,18,159.95%,1.600%,4.86,3.27%,86.149%,4,1207.482,0.4086,5.99,$184.21,1,0,1,Medium,Medium,High,Medium
707,"$18,592.15",85.15%,4,2.63,93.24%,12,160.09%,1.601%,3.83,9.98%,80.990%,9,3493.484,0.3912,1.70,$499.14,1,0,0,Medium,Medium,High,High
541,"$6,872.31",81.86%,5,4.74,83.44%,3,160.25%,1.603%,2.91,2.20%,85.286%,1,3332.311,0.3309,2.10,$426.70,1,1,0,Medium,High,Medium,Low
120,"$17,266.78",99.40%,4,0.74,92.12%,13,160.49%,1.605%,8.38,0.97%,88.706%,3,1004.109,0.2934,9.33,$312.53,1,0,0,Medium,Medium,Medium,Low
269,"$10,814.73",91.77%,1,2.99,62.40%,17,160.53%,1.605%,3.98,5.93%,81.116%,7,4594.749,0.3273,2.10,$464.19,1,0,1,Medium,Low,Medium,Medium
914,"$15,457.04",96.18%,3,2.54,61.97%,15,160.63%,1.606%,3.71,7.17%,96.044%,5,3779.236,0.3524,3.74,$165.96,1,0,1,Medium,Low,Medium,High
899,"$18,225.36",98.31%,0,0.56,86.80%,8,160.71%,1.607%,6.09,5.89%,91.248%,1,3119.304,0.2140,6.14,$183.59,1,0,0,Medium,High,Low,Medium
600,"$18,623.43",98.40%,2,1.93,60.69%,23,160.72%,1.607%,2.60,7.28%,92.580%,2,1731.482,0.2245,5.93,$400.80,1,0,1,Medium,High,Low,High
128,"$9,104.61",99.23%,4,1.98,81.92%,7,161.09%,1.611%,2.17,6.49%,89.326%,5,1608.810,0.4575,5.59,$101.40,0,0,0,Medium,Medium,High,High
259,"$9,286.75",96.43%,3,2.37,85.23%,1,161.21%,1.612%,3.80,0.68%,86.655%,7,1318.443,0.1724,5.93,$123.36,0,0,0,Medium,Low,Low,Low
463,"$13,165.17",85.36%,0,2.46,95.36%,8,161.25%,1.613%,6.06,6.16%,94.503%,2,1856.230,0.1465,1.31,$236.10,0,0,0,Medium,Low,Low,High
